dictionary,country,year,dimension,source,count
privacy,azerbaijan,2021,media,freedomhouse_freedom-world,1
social media,azerbaijan,2021,media,freedomhouse_freedom-world,4
internet,azerbaijan,2021,media,freedomhouse_freedom-world,1
participants,azerbaijan,2021,participatory,freedomhouse_freedom-world,2
demonstrations,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
protesters,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
demonstrate,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
demonstrators,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
protest,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
ngos,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
union,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
civil society,azerbaijan,2021,participatory,freedomhouse_freedom-world,3
prosecutors,azerbaijan,2021,liberal_institution,freedomhouse_freedom-world,2
petition,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
unions,azerbaijan,2021,participatory,freedomhouse_freedom-world,2
striking,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
judges,azerbaijan,2021,liberal_institution,freedomhouse_freedom-world,1
due process,azerbaijan,2021,liberal_institution,freedomhouse_freedom-world,2
demonstration,azerbaijan,2021,participatory,freedomhouse_freedom-world,1
protests,azerbaijan,2021,participatory,freedomhouse_freedom-world,2
discrimination,azerbaijan,2021,liberal_rights,freedomhouse_freedom-world,4
samesex,azerbaijan,2021,liberal_rights,freedomhouse_freedom-world,1
lgbt,azerbaijan,2021,liberal_rights,freedomhouse_freedom-world,2
elected,georgia,2022,electoral,freedomhouse_freedom-world,5
electoral,georgia,2022,electoral,freedomhouse_freedom-world,7
vote,georgia,2022,electoral,freedomhouse_freedom-world,11
election,georgia,2022,electoral,freedomhouse_freedom-world,6
the opposition,georgia,2022,electoral,freedomhouse_freedom-world,2
voting,georgia,2022,electoral,freedomhouse_freedom-world,2
representation,georgia,2022,electoral,freedomhouse_freedom-world,4
proportional representation,georgia,2022,electoral,freedomhouse_freedom-world,4
elections,georgia,2022,electoral,freedomhouse_freedom-world,14
human rights,georgia,2022,liberal_rights,freedomhouse_freedom-world,2
opposition parties,georgia,2022,electoral,freedomhouse_freedom-world,3
turnout,georgia,2022,electoral,freedomhouse_freedom-world,1
mandates,georgia,2022,electoral,freedomhouse_freedom-world,1
impartially,georgia,2022,liberal_institution,freedomhouse_freedom-world,1
protests,georgia,2022,participatory,freedomhouse_freedom-world,1
protest,georgia,2022,participatory,freedomhouse_freedom-world,1
opposition party,georgia,2022,electoral,freedomhouse_freedom-world,1
women,georgia,2022,liberal_rights,freedomhouse_freedom-world,4
ethnic,georgia,2022,liberal_rights,freedomhouse_freedom-world,4
minorities,georgia,2022,liberal_rights,freedomhouse_freedom-world,2
participating,georgia,2022,participatory,freedomhouse_freedom-world,1
gender,georgia,2022,liberal_rights,freedomhouse_freedom-world,3
minority,georgia,2022,liberal_rights,freedomhouse_freedom-world,3
demonstrated,georgia,2022,participatory,freedomhouse_freedom-world,1
judiciary,georgia,2022,liberal_institution,freedomhouse_freedom-world,1
media,georgia,2022,media,freedomhouse_freedom-world,4
ngos,georgia,2022,participatory,freedomhouse_freedom-world,2
freedom of information,georgia,2022,participatory,freedomhouse_freedom-world,1
journalists,georgia,2022,media,freedomhouse_freedom-world,9
free expression,georgia,2022,participatory,freedomhouse_freedom-world,2
lgbt,georgia,2022,liberal_rights,freedomhouse_freedom-world,6
news,georgia,2022,media,freedomhouse_freedom-world,2
press,georgia,2022,media,freedomhouse_freedom-world,2
television,georgia,2022,media,freedomhouse_freedom-world,1
civil society,georgia,2022,participatory,freedomhouse_freedom-world,3
church,georgia,2022,liberal_rights,freedomhouse_freedom-world,1
freedom of religion,georgia,2022,participatory,freedomhouse_freedom-world,1
discrimination,georgia,2022,liberal_rights,freedomhouse_freedom-world,5
islamic,georgia,2022,liberal_rights,freedomhouse_freedom-world,1
online,georgia,2022,media,freedomhouse_freedom-world,1
freedom of expression,georgia,2022,participatory,freedomhouse_freedom-world,1
ombudsman,georgia,2022,liberal_rights,freedomhouse_freedom-world,4
prosecutors,georgia,2022,liberal_institution,freedomhouse_freedom-world,2
social media,georgia,2022,media,freedomhouse_freedom-world,1
internet,georgia,2022,media,freedomhouse_freedom-world,1
minors,georgia,2022,liberal_rights,freedomhouse_freedom-world,1
demonstrations,georgia,2022,participatory,freedomhouse_freedom-world,1
freedom of assembly,georgia,2022,participatory,freedomhouse_freedom-world,1
protesters,georgia,2022,participatory,freedomhouse_freedom-world,1
strike,georgia,2022,participatory,freedomhouse_freedom-world,2
strikes,georgia,2022,participatory,freedomhouse_freedom-world,1
courts,georgia,2022,liberal_institution,freedomhouse_freedom-world,1
justice,georgia,2022,liberal_institution,freedomhouse_freedom-world,1
court,georgia,2022,liberal_institution,freedomhouse_freedom-world,5
judges,georgia,2022,liberal_institution,freedomhouse_freedom-world,2
elects,georgia,2022,electoral,freedomhouse_freedom-world,1
justices,georgia,2022,liberal_institution,freedomhouse_freedom-world,2
participate,georgia,2022,participatory,freedomhouse_freedom-world,1
impartial,georgia,2022,liberal_institution,freedomhouse_freedom-world,1
union,georgia,2022,participatory,freedomhouse_freedom-world,2
prosecutor,georgia,2022,liberal_institution,freedomhouse_freedom-world,2
due process,georgia,2022,liberal_institution,freedomhouse_freedom-world,2
antidiscrimination,georgia,2022,liberal_rights,freedomhouse_freedom-world,1
sexual orientation,georgia,2022,liberal_rights,freedomhouse_freedom-world,1
legal framework,georgia,2022,liberal_institution,freedomhouse_freedom-world,1
unions,georgia,2022,participatory,freedomhouse_freedom-world,1
samesex,georgia,2022,liberal_rights,freedomhouse_freedom-world,1
elected,georgia,2023,electoral,freedomhouse_freedom-world,6
electoral,georgia,2023,electoral,freedomhouse_freedom-world,5
vote,georgia,2023,electoral,freedomhouse_freedom-world,5
election,georgia,2023,electoral,freedomhouse_freedom-world,9
the opposition,georgia,2023,electoral,freedomhouse_freedom-world,3
voting,georgia,2023,electoral,freedomhouse_freedom-world,2
elections,georgia,2023,electoral,freedomhouse_freedom-world,10
representation,georgia,2023,electoral,freedomhouse_freedom-world,2
proportional representation,georgia,2023,electoral,freedomhouse_freedom-world,2
turnout,georgia,2023,electoral,freedomhouse_freedom-world,1
opposition parties,georgia,2023,electoral,freedomhouse_freedom-world,6
polarized,georgia,2023,participatory,freedomhouse_freedom-world,1
media,georgia,2023,media,freedomhouse_freedom-world,4
impartially,georgia,2023,liberal_institution,freedomhouse_freedom-world,1
court,georgia,2023,liberal_institution,freedomhouse_freedom-world,5
votebuying,georgia,2023,electoral,freedomhouse_freedom-world,1
protests,georgia,2023,participatory,freedomhouse_freedom-world,1
television,georgia,2023,media,freedomhouse_freedom-world,3
journalists,georgia,2023,media,freedomhouse_freedom-world,6
women,georgia,2023,liberal_rights,freedomhouse_freedom-world,4
ethnic,georgia,2023,liberal_rights,freedomhouse_freedom-world,4
minority,georgia,2023,liberal_rights,freedomhouse_freedom-world,3
participating,georgia,2023,participatory,freedomhouse_freedom-world,1
gender,georgia,2023,liberal_rights,freedomhouse_freedom-world,3
judiciary,georgia,2023,liberal_institution,freedomhouse_freedom-world,2
ngos,georgia,2023,participatory,freedomhouse_freedom-world,1
free expression,georgia,2023,participatory,freedomhouse_freedom-world,1
courts,georgia,2023,liberal_institution,freedomhouse_freedom-world,2
church,georgia,2023,liberal_rights,freedomhouse_freedom-world,1
freedom of religion,georgia,2023,participatory,freedomhouse_freedom-world,1
discrimination,georgia,2023,liberal_rights,freedomhouse_freedom-world,5
press,georgia,2023,media,freedomhouse_freedom-world,1
campaign,georgia,2023,electoral,freedomhouse_freedom-world,1
islamic,georgia,2023,liberal_rights,freedomhouse_freedom-world,1
online,georgia,2023,media,freedomhouse_freedom-world,1
freedom of expression,georgia,2023,participatory,freedomhouse_freedom-world,1
checks,georgia,2023,liberal_institution,freedomhouse_freedom-world,1
demonstrations,georgia,2023,participatory,freedomhouse_freedom-world,1
freedom of assembly,georgia,2023,participatory,freedomhouse_freedom-world,1
lgbt,georgia,2023,liberal_rights,freedomhouse_freedom-world,2
civil society,georgia,2023,participatory,freedomhouse_freedom-world,4
strike,georgia,2023,participatory,freedomhouse_freedom-world,2
strikes,georgia,2023,participatory,freedomhouse_freedom-world,1
justice,georgia,2023,liberal_institution,freedomhouse_freedom-world,2
judges,georgia,2023,liberal_institution,freedomhouse_freedom-world,3
elects,georgia,2023,electoral,freedomhouse_freedom-world,1
votes,georgia,2023,electoral,freedomhouse_freedom-world,1
due process,georgia,2023,liberal_institution,freedomhouse_freedom-world,2
ombudsman,georgia,2023,liberal_rights,freedomhouse_freedom-world,2
human rights,georgia,2023,liberal_rights,freedomhouse_freedom-world,1
sexual orientation,georgia,2023,liberal_rights,freedomhouse_freedom-world,1
prosecutors,georgia,2023,liberal_institution,freedomhouse_freedom-world,1
minorities,georgia,2023,liberal_rights,freedomhouse_freedom-world,1
legal framework,georgia,2023,liberal_institution,freedomhouse_freedom-world,1
union,georgia,2023,participatory,freedomhouse_freedom-world,1
unions,georgia,2023,participatory,freedomhouse_freedom-world,1
samesex,georgia,2023,liberal_rights,freedomhouse_freedom-world,1
vote,serbia,2018,electoral,freedomhouse_freedom-world,5
campaign,serbia,2018,electoral,freedomhouse_freedom-world,7
media,serbia,2018,media,freedomhouse_freedom-world,14
election,serbia,2018,electoral,freedomhouse_freedom-world,7
electoral,serbia,2018,electoral,freedomhouse_freedom-world,6
elected,serbia,2018,electoral,freedomhouse_freedom-world,3
representation,serbia,2018,electoral,freedomhouse_freedom-world,2
proportional representation,serbia,2018,electoral,freedomhouse_freedom-world,1
elections,serbia,2018,electoral,freedomhouse_freedom-world,8
opposition parties,serbia,2018,electoral,freedomhouse_freedom-world,1
television,serbia,2018,media,freedomhouse_freedom-world,1
ethnic,serbia,2018,liberal_rights,freedomhouse_freedom-world,5
minorities,serbia,2018,liberal_rights,freedomhouse_freedom-world,4
check,serbia,2018,liberal_institution,freedomhouse_freedom-world,2
voting,serbia,2018,electoral,freedomhouse_freedom-world,1
the opposition,serbia,2018,electoral,freedomhouse_freedom-world,1
journalists,serbia,2018,media,freedomhouse_freedom-world,5
campaigns,serbia,2018,electoral,freedomhouse_freedom-world,2
civil society,serbia,2018,participatory,freedomhouse_freedom-world,1
minority,serbia,2018,liberal_rights,freedomhouse_freedom-world,3
women,serbia,2018,liberal_rights,freedomhouse_freedom-world,6
candidate list,serbia,2018,electoral,freedomhouse_freedom-world,1
lgbt,serbia,2018,liberal_rights,freedomhouse_freedom-world,3
court,serbia,2018,liberal_institution,freedomhouse_freedom-world,1
freedom of information,serbia,2018,participatory,freedomhouse_freedom-world,1
prosecutors,serbia,2018,liberal_institution,freedomhouse_freedom-world,4
press,serbia,2018,media,freedomhouse_freedom-world,1
defamation,serbia,2018,media,freedomhouse_freedom-world,1
legal framework,serbia,2018,liberal_institution,freedomhouse_freedom-world,1
freedom of religion,serbia,2018,participatory,freedomhouse_freedom-world,1
social media,serbia,2018,media,freedomhouse_freedom-world,1
freedom of assembly,serbia,2018,participatory,freedomhouse_freedom-world,1
protest,serbia,2018,participatory,freedomhouse_freedom-world,2
human rights,serbia,2018,liberal_rights,freedomhouse_freedom-world,1
unions,serbia,2018,participatory,freedomhouse_freedom-world,2
strike,serbia,2018,participatory,freedomhouse_freedom-world,1
strikes,serbia,2018,participatory,freedomhouse_freedom-world,1
judiciary,serbia,2018,liberal_institution,freedomhouse_freedom-world,1
judges,serbia,2018,liberal_institution,freedomhouse_freedom-world,2
independence of the judiciary,serbia,2018,liberal_institution,freedomhouse_freedom-world,1
due process,serbia,2018,liberal_institution,freedomhouse_freedom-world,1
discrimination,serbia,2018,liberal_rights,freedomhouse_freedom-world,2
elected,azerbaijan,2020,electoral,freedomhouse_freedom-world,3
elections,azerbaijan,2020,electoral,freedomhouse_freedom-world,11
election,azerbaijan,2020,electoral,freedomhouse_freedom-world,8
vote,azerbaijan,2020,electoral,freedomhouse_freedom-world,2
electoral,azerbaijan,2020,electoral,freedomhouse_freedom-world,6
opposition parties,azerbaijan,2020,electoral,freedomhouse_freedom-world,7
voted,azerbaijan,2020,electoral,freedomhouse_freedom-world,1
journalists,azerbaijan,2020,media,freedomhouse_freedom-world,7
impartial,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,1
television,azerbaijan,2020,media,freedomhouse_freedom-world,3
courts,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,3
court,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,3
human rights,azerbaijan,2020,liberal_rights,freedomhouse_freedom-world,6
freedom of assembly,azerbaijan,2020,participatory,freedomhouse_freedom-world,2
news,azerbaijan,2020,media,freedomhouse_freedom-world,2
the opposition,azerbaijan,2020,electoral,freedomhouse_freedom-world,2
media,azerbaijan,2020,media,freedomhouse_freedom-world,9
campaigns,azerbaijan,2020,electoral,freedomhouse_freedom-world,2
arbitrary arrest,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,2
ngo,azerbaijan,2020,participatory,freedomhouse_freedom-world,1
participation,azerbaijan,2020,participatory,freedomhouse_freedom-world,1
justice,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,3
women,azerbaijan,2020,liberal_rights,freedomhouse_freedom-world,6
minority,azerbaijan,2020,liberal_rights,freedomhouse_freedom-world,2
representation,azerbaijan,2020,electoral,freedomhouse_freedom-world,1
ethnic,azerbaijan,2020,liberal_rights,freedomhouse_freedom-world,3
minorities,azerbaijan,2020,liberal_rights,freedomhouse_freedom-world,1
check,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,1
press,azerbaijan,2020,media,freedomhouse_freedom-world,2
judiciary,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,2
independent judiciary,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,1
held accountable,azerbaijan,2020,liberal_institution,freedomhouse_freedom-world,1
access to information,azerbaijan,2020,participatory,freedomhouse_freedom-world,1
defamation,azerbaijan,2020,media,freedomhouse_freedom-world,1
online,azerbaijan,2020,media,freedomhouse_freedom-world,2
websites,azerbaijan,2020,media,freedomhouse_freedom-world,1
cyberattacks,azerbaijan,2020,media,freedomhouse_freedom-world,1
protesting,azerbaijan,2020,participatory,freedomhouse_freedom-world,1
muslim,azerbaijan,2020,liberal_rights,freedomhouse_freedom-world,2
privacy,azerbaijan,2020,media,freedomhouse_freedom-world,1
social media,azerbaijan,2020,media,freedomhouse_freedom-world,4
union,azerbaijan,2020,participatory,freedomhouse_freedom-world,2
participants,azerbaijan,2020,participatory,freedomhouse_freedom-world,1
